Name,ID,Has Block,Mod,Class
Botania:quartzTypeMana,1005,true,Botania,vazkii.botania.common.item.block.ItemBlockSpecialQuartz
Botania:quartzStairsMana,1006,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:quartzTypeBlaze,1007,true,Botania,vazkii.botania.common.item.block.ItemBlockSpecialQuartz
Botania:quartzStairsBlaze,1008,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:quartzTypeLavender,1009,true,Botania,vazkii.botania.common.item.block.ItemBlockSpecialQuartz
Botania:quartzStairsLavender,1010,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:quartzTypeRed,1011,true,Botania,vazkii.botania.common.item.block.ItemBlockSpecialQuartz
Botania:quartzStairsRed,1012,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:quartzTypeElf,1013,true,Botania,vazkii.botania.common.item.block.ItemBlockSpecialQuartz
Botania:quartzStairsElf,1014,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA0Stairs,1015,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA1Stairs,1016,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA2Stairs,1017,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA3Stairs,1018,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA4Stairs,1019,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA5Stairs,1020,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA6Stairs,1021,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA7Stairs,1022,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA8Stairs,1023,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA9Stairs,1024,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA10Stairs,1025,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA11Stairs,1026,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA12Stairs,1027,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA13Stairs,1028,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA14Stairs,1029,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneA15Stairs,1030,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneB0Stairs,1031,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneB1Stairs,1032,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneB2Stairs,1033,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneB3Stairs,1034,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneB4Stairs,1035,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneB5Stairs,1036,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneB6Stairs,1037,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:biomeStoneB7Stairs,1038,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:endStoneBrick0Stairs,1039,true,Botania,vazkii.botania.common.item.block.ItemBlockMod
Botania:quartzSlabDarkHalf,1040,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:quartzSlabDarkFull,1041,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:quartzSlabManaHalf,1042,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:quartzSlabManaFull,1043,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:quartzSlabBlazeHalf,1044,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:quartzSlabBlazeFull,1045,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:quartzSlabLavenderHalf,1046,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:quartzSlabLavenderFull,1047,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:quartzSlabRedHalf,1048,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:quartzSlabRedFull,1049,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:quartzSlabElfHalf,1050,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:quartzSlabElfFull,1051,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:livingwood0Slab,1052,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:livingwood0SlabFull,1053,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:livingwood1Slab,1054,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:livingwood1SlabFull,1055,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:livingrock0Slab,1056,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:livingrock0SlabFull,1057,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:livingrock1Slab,1058,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:livingrock1SlabFull,1059,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:dreamwood0Slab,1060,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:dreamwood0SlabFull,1061,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:dreamwood1Slab,1062,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:dreamwood1SlabFull,1063,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:reedBlock0Slab,1064,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:reedBlock0SlabFull,1065,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:thatch0Slab,1066,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:thatch0SlabFull,1067,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:prismarine0Slab,1068,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:prismarine0SlabFull,1069,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:prismarine1Slab,1070,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:prismarine1SlabFull,1071,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:prismarine2Slab,1072,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:prismarine2SlabFull,1073,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:customBrick0Slab,1074,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:customBrick0SlabFull,1075,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:customBrick1Slab,1076,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:customBrick1SlabFull,1077,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:customBrick2Slab,1078,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:customBrick2SlabFull,1079,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:customBrick3Slab,1080,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:customBrick3SlabFull,1081,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:dirtPath0Slab,1082,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:dirtPath0SlabFull,1083,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:endStoneBrick0Slab,1084,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:endStoneBrick0SlabFull,1085,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA0Slab,1086,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA0SlabFull,1087,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA1Slab,1088,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA1SlabFull,1089,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA2Slab,1090,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA2SlabFull,1091,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA3Slab,1092,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA3SlabFull,1093,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA4Slab,1094,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA4SlabFull,1095,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA5Slab,1096,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA5SlabFull,1097,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA6Slab,1098,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA6SlabFull,1099,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA7Slab,1100,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA7SlabFull,1101,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA8Slab,1102,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA8SlabFull,1103,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA9Slab,1104,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA9SlabFull,1105,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA10Slab,1106,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA10SlabFull,1107,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA11Slab,1108,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA11SlabFull,1109,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA12Slab,1110,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA12SlabFull,1111,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA13Slab,1112,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA13SlabFull,1113,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA14Slab,1114,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA14SlabFull,1115,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA15Slab,1116,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneA15SlabFull,1117,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB0Slab,1118,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB0SlabFull,1119,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB1Slab,1120,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB1SlabFull,1121,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB2Slab,1122,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB2SlabFull,1123,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB3Slab,1124,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB3SlabFull,1125,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB4Slab,1126,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB4SlabFull,1127,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB5Slab,1128,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB5SlabFull,1129,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB6Slab,1130,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB6SlabFull,1131,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB7Slab,1132,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
Botania:biomeStoneB7SlabFull,1133,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab
BuildCraft|Transport:filteredBufferBlock,1134,true,BuildCraft|Transport,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Transport:pipeBlock,1135,true,BuildCraft|Transport,net.minecraft.item.ItemBlock
BuildCraft|Silicon:laserBlock,1136,true,BuildCraft|Silicon,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Silicon:laserTableBlock,1137,true,BuildCraft|Silicon,buildcraft.silicon.ItemLaserTable
BuildCraft|Silicon:zonePlan,1138,true,BuildCraft|Silicon,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Silicon:requester,1139,true,BuildCraft|Silicon,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Builders:buildToolBlock,1140,true,BuildCraft|Builders,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Builders:markerBlock,1141,true,BuildCraft|Builders,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Builders:pathMarkerBlock,1142,true,BuildCraft|Builders,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Builders:constructionMarkerBlock,1143,true,BuildCraft|Builders,buildcraft.builders.ItemConstructionMarker
BuildCraft|Builders:fillerBlock,1144,true,BuildCraft|Builders,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Builders:builderBlock,1145,true,BuildCraft|Builders,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Builders:architectBlock,1146,true,BuildCraft|Builders,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Builders:libraryBlock,1147,true,BuildCraft|Builders,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Energy:engineBlock,1148,true,BuildCraft|Energy,buildcraft.energy.ItemEngine
BuildCraft|Energy:blockOil,1149,true,BuildCraft|Energy,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Energy:blockFuel,1150,true,BuildCraft|Energy,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Energy:blockRedPlasma,1151,true,BuildCraft|Energy,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Factory:miningWellBlock,1152,true,BuildCraft|Factory,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Factory:plainPipeBlock,1153,true,BuildCraft|Factory,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Factory:autoWorkbenchBlock,1154,true,BuildCraft|Factory,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Factory:frameBlock,1155,true,BuildCraft|Factory,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Factory:machineBlock,1156,true,BuildCraft|Factory,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Factory:tankBlock,1157,true,BuildCraft|Factory,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Factory:pumpBlock,1158,true,BuildCraft|Factory,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Factory:floodGateBlock,1159,true,BuildCraft|Factory,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Factory:refineryBlock,1160,true,BuildCraft|Factory,buildcraft.core.ItemBlockBuildCraft
BuildCraft|Factory:blockHopper,1161,true,BuildCraft|Factory,buildcraft.core.ItemBlockBuildCraft
CarpentersBlocks:blockCarpentersBlock,1162,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersBarrier,1163,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersBed,1164,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersButton,1165,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided
CarpentersBlocks:blockCarpentersCollapsibleBlock,1166,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersDaylightSensor,1167,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided
CarpentersBlocks:blockCarpentersDoor,1168,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersFlowerPot,1169,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersGarageDoor,1170,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersGate,1171,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersHatch,1172,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersLadder,1173,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersLever,1174,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided
CarpentersBlocks:blockCarpentersPressurePlate,1175,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided
CarpentersBlocks:blockCarpentersSafe,1176,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersSlope,1177,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockCarpentersSlope
CarpentersBlocks:blockCarpentersStairs,1178,true,CarpentersBlocks,net.minecraft.item.ItemBlock
CarpentersBlocks:blockCarpentersTorch,1179,true,CarpentersBlocks,com.carpentersblocks.block.ItemBlockSided
Railcraft:fluid.creosote,1180,true,Railcraft,net.minecraft.item.ItemBlock
Railcraft:residual.heat,1181,true,Railcraft,net.minecraft.item.ItemBlock
Railcraft:cube,1182,true,Railcraft,mods.railcraft.common.blocks.aesthetics.cube.ItemCube
Railcraft:anvil,1183,true,Railcraft,mods.railcraft.common.blocks.anvil.ItemAnvilBlock
Railcraft:machine.alpha,1184,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine
Railcraft:machine.beta,1185,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine
Railcraft:track,1186,true,Railcraft,mods.railcraft.common.blocks.tracks.ItemTrack
Railcraft:track.elevator,1187,true,Railcraft,mods.railcraft.common.blocks.ItemBlockRailcraft
Railcraft:signal,1188,true,Railcraft,mods.railcraft.common.blocks.signals.ItemSignal
Railcraft:stair,1189,true,Railcraft,mods.railcraft.common.blocks.aesthetics.stairs.ItemStair
Railcraft:slab,1190,true,Railcraft,mods.railcraft.common.blocks.aesthetics.slab.ItemSlab
Railcraft:lantern.stone,1191,true,Railcraft,mods.railcraft.common.blocks.aesthetics.lantern.ItemLantern
Railcraft:lantern.metal,1192,true,Railcraft,mods.railcraft.common.blocks.aesthetics.lantern.ItemLantern
Railcraft:post,1193,true,Railcraft,mods.railcraft.common.blocks.aesthetics.post.ItemPost
Railcraft:post.metal,1194,true,null,mods.railcraft.common.blocks.aesthetics.post.ItemPostMetal
Railcraft:post.metal.platform,1195,true,null,mods.railcraft.common.blocks.aesthetics.post.ItemPostMetal
Railcraft:wall.alpha,1196,true,Railcraft,mods.railcraft.common.blocks.aesthetics.wall.ItemWall
Railcraft:wall.beta,1197,true,Railcraft,mods.railcraft.common.blocks.aesthetics.wall.ItemWall
Railcraft:glass,1198,true,Railcraft,mods.railcraft.common.blocks.aesthetics.glass.ItemStrengthGlass
Railcraft:brick.infernal,1199,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:brick.abyssal,1200,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:brick.sandy,1201,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:brick.frostbound,1202,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:brick.quarried,1203,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:brick.bleachedbone,1204,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:brick.bloodstained,1205,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:brick.nether,1206,true,Railcraft,mods.railcraft.common.blocks.aesthetics.brick.ItemBrick
Railcraft:detector,1207,true,Railcraft,mods.railcraft.common.blocks.detector.ItemDetector
Railcraft:machine.gamma,1208,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine
Railcraft:machine.epsilon,1209,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine
Railcraft:ore,1210,true,Railcraft,mods.railcraft.common.blocks.ore.ItemOre
Railcraft:worldlogic,1211,true,Railcraft,net.minecraft.item.ItemBlock
Railcraft:firestone.recharge,1212,true,Railcraft,net.minecraft.item.ItemBlock
Railcraft:frame,1213,true,Railcraft,mods.railcraft.common.blocks.ItemBlockRailcraft
Railcraft:machine.delta,1214,true,Railcraft,mods.railcraft.common.blocks.machine.ItemMachine
TwilightForest:tile.TFLog,1215,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFRoots,1216,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFLeaves,1217,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFFirefly,1218,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFCicada,1219,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFPortal,1220,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFMazestone,1221,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFHedge,1222,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFBossSpawner,1223,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFFireflyJar,1224,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFPlant,1225,true,TwilightForest,twilightforest.item.ItemBlockTFPlant
TwilightForest:tile.TFUncraftingTable,1226,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFFireJet,1227,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFNagastone,1228,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFSapling,1229,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFMoonworm,1230,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFMagicLog,1231,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFMagicLeaves,1232,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFMagicLogSpecial,1233,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFTowerStone,1234,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFTowerDevice,1235,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFTowerTranslucent,1236,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFTrophy,1237,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFShield,1238,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFTrophyPedestal,1239,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFAuroraBrick,1240,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFUnderBrick,1241,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFThorns,1242,true,TwilightForest,twilightforest.item.ItemBlockTFThorns
TwilightForest:tile.TFBurntThorns,1243,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFThornRose,1244,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TFLeaves3,1245,true,TwilightForest,twilightforest.item.ItemBlockTFMeta
TwilightForest:tile.TFDeadrock,1246,true,TwilightForest,twilightforest.item.ItemBlockTFDeadrock
TwilightForest:tile.DarkLeaves,1247,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.AuroraPillar,1248,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.AuroraSlab,1249,true,TwilightForest,twilightforest.item.ItemBlockTFAuroraSlab
TwilightForest:tile.AuroraDoubleSlab,1250,true,TwilightForest,twilightforest.item.ItemBlockTFAuroraSlab
TwilightForest:tile.TrollSteinn,1251,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.WispyCloud,1252,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.FluffyCloud,1253,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.GiantCobble,1254,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.GiantLog,1255,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.GiantLeaves,1256,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.GiantObsidian,1257,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.UberousSoil,1258,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.HugeStalk,1259,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.HugeGloomBlock,1260,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TrollVidr,1261,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.UnripeTrollBer,1262,true,TwilightForest,net.minecraft.item.ItemBlock
TwilightForest:tile.TrollBer,1263,true,TwilightForest,net.minecraft.item.ItemBlock
chisel:aluminumblock,1265,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:amber,1266,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:andesite,1267,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:antiBlock,1268,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:arcane,1269,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:autoChisel,1270,true,chisel,net.minecraft.item.ItemBlock
chisel:bloodRune,1271,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:bloodBrick,1272,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:bookshelf,1273,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:brickCustom,1274,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:bronzeblock,1275,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:carpet_block,1276,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:carpet,1277,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:cloud,1278,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:cobblestone,1279,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:mossy_cobblestone,1280,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:concrete,1281,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:copperblock,1282,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:diamond_block,1283,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:diorite,1284,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:dirt,1285,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:emerald_block,1286,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
chisel:factoryblock,1287,true,chisel,com.cricketcraft.chisel.item.ItemCarvable
