Ore Name,ItemStack,Item ID,Display Name,Wildcard
paperRod,1xitem.tconstruct.ToolRod@9,TConstruct:toolRod,Paper Tool Rod,false
pearlFluix,1xitem.appliedenergistics2.ItemMaterial@9,appliedenergistics2:item.ItemMultiMaterial,Fluix Pearl,false
pestleAndMortar,1xitem.pestleAndMortar@0,Botania:pestleAndMortar,Pestle and Mortar,false
petalBlack,1xitem.petal@15,Botania:petal,Mystical Black Petal,false
petalBlue,1xitem.petal@11,Botania:petal,Mystical Blue Petal,false
petalBrown,1xitem.petal@12,Botania:petal,Mystical Brown Petal,false
petalCyan,1xitem.petal@9,Botania:petal,Mystical Cyan Petal,false
petalGray,1xitem.petal@7,Botania:petal,Mystical Gray Petal,false
petalGreen,1xitem.petal@13,Botania:petal,Mystical Green Petal,false
petalLightBlue,1xitem.petal@3,Botania:petal,Mystical Light Blue Petal,false
petalLightGray,1xitem.petal@8,Botania:petal,Mystical Light Gray Petal,false
petalLime,1xitem.petal@5,Botania:petal,Mystical Lime Petal,false
petalMagenta,1xitem.petal@2,Botania:petal,Mystical Magenta Petal,false
petalOrange,1xitem.petal@1,Botania:petal,Mystical Orange Petal,false
petalPink,1xitem.petal@6,Botania:petal,Mystical Pink Petal,false
petalPurple,1xitem.petal@10,Botania:petal,Mystical Purple Petal,false
petalRed,1xitem.petal@14,Botania:petal,Mystical Red Petal,false
petalWhite,1xitem.petal@0,Botania:petal,Mystical White Petal,false
petalYellow,1xitem.petal@4,Botania:petal,Mystical Yellow Petal,false
pigment,1xitem.pigment@0,Botany:pigment,Aquamarine Pigment,false
plankWood,1xtile.wood@32767,minecraft:planks,(wildcard),true
plankWood,1xtile.natura.planks@0,Natura:planks,Eucalyptus Planks,false
plankWood,1xtile.natura.planks@1,Natura:planks,Sakura Planks,false
plankWood,1xtile.natura.planks@2,Natura:planks,Ghostwood Planks,false
plankWood,1xtile.natura.planks@3,Natura:planks,Redwood Planks,false
plankWood,1xtile.natura.planks@4,Natura:planks,Bloodwood Planks,false
plankWood,1xtile.natura.planks@5,Natura:planks,Hopseed Planks,false
plankWood,1xtile.natura.planks@6,Natura:planks,Maple Planks,false
plankWood,1xtile.natura.planks@7,Natura:planks,Silverbell Planks,false
plankWood,1xtile.natura.planks@8,Natura:planks,Amaranth Planks,false
plankWood,1xtile.natura.planks@9,Natura:planks,Tigerwood Planks,false
plankWood,1xtile.natura.planks@10,Natura:planks,Willow Planks,false
plankWood,1xtile.natura.planks@11,Natura:planks,Darkwood Planks,false
plankWood,1xtile.planks@32767,BiomesOPlenty:planks,(wildcard),true
plankWood,1xtile.for.planks@32767,Forestry:planks,(wildcard),true
plankWood,1xtile.for.planks2@32767,Forestry:planks2,(wildcard),true
plankWood,1xtile.for.fireproofPlanks1@32767,Forestry:fireproofPlanks1,(wildcard),true
plankWood,1xtile.for.fireproofPlanks2@32767,Forestry:fireproofPlanks2,(wildcard),true
plankWood,1xtile.planks@0,ExtraTrees:planks,Fir Wood Planks,false
plankWood,1xtile.planks@1,ExtraTrees:planks,Cedar Wood Planks,false
plankWood,1xtile.planks@2,ExtraTrees:planks,Hemlock Wood Planks,false
plankWood,1xtile.planks@3,ExtraTrees:planks,Cypress Wood Planks,false
plankWood,1xtile.planks@4,ExtraTrees:planks,Fig Wood Planks,false
plankWood,1xtile.planks@5,ExtraTrees:planks,Beech Wood Planks,false
plankWood,1xtile.planks@6,ExtraTrees:planks,Alder Wood Planks,false
plankWood,1xtile.planks@7,ExtraTrees:planks,Hazel Wood Planks,false
plankWood,1xtile.planks@8,ExtraTrees:planks,Hornbeam Wood Planks,false
plankWood,1xtile.planks@9,ExtraTrees:planks,Box Wood Planks,false
plankWood,1xtile.planks@10,ExtraTrees:planks,Butternut Wood Planks,false
plankWood,1xtile.planks@11,ExtraTrees:planks,Hickory Wood Planks,false
plankWood,1xtile.planks@12,ExtraTrees:planks,Whitebeam Wood Planks,false
plankWood,1xtile.planks@13,ExtraTrees:planks,Elm Wood Planks,false
plankWood,1xtile.planks@14,ExtraTrees:planks,Apple Wood Planks,false
plankWood,1xtile.planks@15,ExtraTrees:planks,Yew Wood Planks,false
plankWood,1xtile.planks@16,ExtraTrees:planks,Pear Wood Planks,false
plankWood,1xtile.planks@17,ExtraTrees:planks,Hawthorn Wood Planks,false
plankWood,1xtile.planks@18,ExtraTrees:planks,Rowan Wood Planks,false
plankWood,1xtile.planks@19,ExtraTrees:planks,Elder Wood Planks,false
plankWood,1xtile.planks@20,ExtraTrees:planks,Maclura Wood Planks,false
plankWood,1xtile.planks@21,ExtraTrees:planks,Syzgium Wood Planks,false
plankWood,1xtile.planks@22,ExtraTrees:planks,Brazilwood Wood Planks,false
plankWood,1xtile.planks@23,ExtraTrees:planks,Logwood Wood Planks,false
plankWood,1xtile.planks@24,ExtraTrees:planks,Iroko Wood Planks,false
plankWood,1xtile.planks@25,ExtraTrees:planks,Locust Wood Planks,false
plankWood,1xtile.planks@26,ExtraTrees:planks,Eucalyptus Wood Planks,false
plankWood,1xtile.planks@27,ExtraTrees:planks,Purpleheart Wood Planks,false
plankWood,1xtile.planks@28,ExtraTrees:planks,Ash Wood Planks,false
plankWood,1xtile.planks@29,ExtraTrees:planks,Holly Wood Planks,false
plankWood,1xtile.planks@30,ExtraTrees:planks,Olive Wood Planks,false
plankWood,1xtile.planks@31,ExtraTrees:planks,Sweetgum Wood Planks,false
plankWood,1xtile.planks@32,ExtraTrees:planks,Rosewood Wood Planks,false
plankWood,1xtile.planks@33,ExtraTrees:planks,Gingko Wood Planks,false
plankWood,1xtile.planks@34,ExtraTrees:planks,Pink Ivory Wood Planks,false
plankWood,1xtile.blockWoodenDevice@6,Thaumcraft:blockWoodenDevice,Greatwood Planks,false
plankWood,1xtile.blockWoodenDevice@7,Thaumcraft:blockWoodenDevice,Silverwood Planks,false
plankWood,1xtile.extrautils:colorWoodPlanks@0,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (White Frequency),false
plankWood,1xtile.extrautils:colorWoodPlanks@1,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Orange Frequency),false
plankWood,1xtile.extrautils:colorWoodPlanks@2,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Magenta Frequency),false
plankWood,1xtile.extrautils:colorWoodPlanks@3,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Light Blue Frequency),false
plankWood,1xtile.extrautils:colorWoodPlanks@4,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Yellow Frequency),false
plankWood,1xtile.extrautils:colorWoodPlanks@5,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Lime Frequency),false
plankWood,1xtile.extrautils:colorWoodPlanks@6,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Pink Frequency),false
plankWood,1xtile.extrautils:colorWoodPlanks@7,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Gray Frequency),false
plankWood,1xtile.extrautils:colorWoodPlanks@8,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Light Gray Frequency),false
plankWood,1xtile.extrautils:colorWoodPlanks@9,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Cyan Frequency),false
plankWood,1xtile.extrautils:colorWoodPlanks@10,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Purple Frequency),false
plankWood,1xtile.extrautils:colorWoodPlanks@11,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Blue Frequency),false
plankWood,1xtile.extrautils:colorWoodPlanks@12,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Brown Frequency),false
plankWood,1xtile.extrautils:colorWoodPlanks@13,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Green Frequency),false
plankWood,1xtile.extrautils:colorWoodPlanks@14,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Red Frequency),false
plankWood,1xtile.extrautils:colorWoodPlanks@15,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Black Frequency),false
plankWood,1xtile.witchery:witchwood@32767,witchery:witchwood,(wildcard),true
plankWood,1xtile.TFTowerStone@32767,TwilightForest:tile.TFTowerStone,(wildcard),true
plankWoodBlack,1xtile.extrautils:colorWoodPlanks@0,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (White Frequency),false
plankWoodBlue,1xtile.extrautils:colorWoodPlanks@4,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Yellow Frequency),false
plankWoodBrown,1xtile.extrautils:colorWoodPlanks@3,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Light Blue Frequency),false
plankWoodCyan,1xtile.extrautils:colorWoodPlanks@6,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Pink Frequency),false
plankWoodGray,1xtile.extrautils:colorWoodPlanks@8,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Light Gray Frequency),false
plankWoodGreen,1xtile.extrautils:colorWoodPlanks@2,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Magenta Frequency),false
plankWoodLightBlue,1xtile.extrautils:colorWoodPlanks@12,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Brown Frequency),false
plankWoodLightGray,1xtile.extrautils:colorWoodPlanks@7,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Gray Frequency),false
plankWoodLime,1xtile.extrautils:colorWoodPlanks@10,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Purple Frequency),false
plankWoodMagenta,1xtile.extrautils:colorWoodPlanks@13,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Green Frequency),false
plankWoodOrange,1xtile.extrautils:colorWoodPlanks@14,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Red Frequency),false
plankWoodPink,1xtile.extrautils:colorWoodPlanks@9,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Cyan Frequency),false
plankWoodPurple,1xtile.extrautils:colorWoodPlanks@5,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Lime Frequency),false
plankWoodRed,1xtile.extrautils:colorWoodPlanks@1,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Orange Frequency),false
plankWoodWhite,1xtile.extrautils:colorWoodPlanks@15,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Black Frequency),false
plankWoodYellow,1xtile.extrautils:colorWoodPlanks@11,ExtraUtilities:colorWoodPlanks,Colored Oak Wood Planks (Blue Frequency),false
plateBronze,1xic2.itemPlates@2,IC2:itemPlates,Bronze Plate,false
plateCopper,1xic2.itemPlates@0,IC2:itemPlates,Copper Plate,false
plateDenseBronze,1xic2.itemDensePlates@2,IC2:itemDensePlates,Dense Bronze Plate,false
plateDenseCopper,1xic2.itemDensePlates@0,IC2:itemDensePlates,Dense Copper Plate,false
plateDenseGold,1xic2.itemDensePlates@3,IC2:itemDensePlates,Dense Gold Plate,false
plateDenseIron,1xic2.itemDensePlates@4,IC2:itemDensePlates,Dense Iron Plate,false
plateDenseLapis,1xic2.itemDensePlates@8,IC2:itemDensePlates,Dense Lapis Lazuli Plate,false
plateDenseLead,1xic2.itemDensePlates@6,IC2:itemDensePlates,Dense Lead Plate,false
plateDenseObsidian,1xic2.itemDensePlates@7,IC2:itemDensePlates,Dense Obsidian Plate,false
plateDenseSteel,1xic2.itemDensePlates@5,IC2:itemDensePlates,Dense Refined Iron Plate,false
plateDenseTin,1xic2.itemDensePlates@1,IC2:itemDensePlates,Dense Tin Plate,false
plateGold,1xic2.itemPlates@3,IC2:itemPlates,Gold Plate,false
plateIron,1xic2.itemPlates@4,IC2:itemPlates,Iron Plate,false
plateLapis,1xic2.itemPlates@8,IC2:itemPlates,Lapis Lazuli Plate,false
plateLead,1xic2.itemPlates@6,IC2:itemPlates,Lead Plate,false
plateObsidian,1xic2.itemPlates@7,IC2:itemPlates,Obsidian Plate,false
plateSteel,1xic2.itemPlates@5,IC2:itemPlates,Refined Iron Plate,false
plateTin,1xic2.itemPlates@1,IC2:itemPlates,Tin Plate,false
podzol,1xtile.dirt@2,minecraft:dirt,Podzol,false
prbackpack,1xitem.projectred.exploration.backpack@0,ProjRed|Exploration:projectred.exploration.backpack,White Backpack,false
prbackpack,1xitem.projectred.exploration.backpack@1,ProjRed|Exploration:projectred.exploration.backpack,Orange Backpack,false
prbackpack,1xitem.projectred.exploration.backpack@2,ProjRed|Exploration:projectred.exploration.backpack,Magenta Backpack,false
prbackpack,1xitem.projectred.exploration.backpack@3,ProjRed|Exploration:projectred.exploration.backpack,Light Blue Backpack,false
prbackpack,1xitem.projectred.exploration.backpack@4,ProjRed|Exploration:projectred.exploration.backpack,Yellow Backpack,false
prbackpack,1xitem.projectred.exploration.backpack@5,ProjRed|Exploration:projectred.exploration.backpack,Lime Backpack,false
prbackpack,1xitem.projectred.exploration.backpack@6,ProjRed|Exploration:projectred.exploration.backpack,Pink Backpack,false
prbackpack,1xitem.projectred.exploration.backpack@7,ProjRed|Exploration:projectred.exploration.backpack,Grey Backpack,false
prbackpack,1xitem.projectred.exploration.backpack@8,ProjRed|Exploration:projectred.exploration.backpack,Light Grey Backpack,false
prbackpack,1xitem.projectred.exploration.backpack@9,ProjRed|Exploration:projectred.exploration.backpack,Cyan Backpack,false
prbackpack,1xitem.projectred.exploration.backpack@10,ProjRed|Exploration:projectred.exploration.backpack,Purple Backpack,false
prbackpack,1xitem.projectred.exploration.backpack@11,ProjRed|Exploration:projectred.exploration.backpack,Blue Backpack,false
prbackpack,1xitem.projectred.exploration.backpack@12,ProjRed|Exploration:projectred.exploration.backpack,Brown Backpack,false
prbackpack,1xitem.projectred.exploration.backpack@13,ProjRed|Exploration:projectred.exploration.backpack,Green Backpack,false
prbackpack,1xitem.projectred.exploration.backpack@14,ProjRed|Exploration:projectred.exploration.backpack,Red Backpack,false
prbackpack,1xitem.projectred.exploration.backpack@15,ProjRed|Exploration:projectred.exploration.backpack,Black Backpack,false
projredBundledCable,1xitem.projectred.transmission.wire@17,ProjRed|Transmission:projectred.transmission.wire,Bundled Cable,false
projredBundledCable,1xitem.projectred.transmission.wire@18,ProjRed|Transmission:projectred.transmission.wire,White Bundled Cable,false
projredBundledCable,1xitem.projectred.transmission.wire@19,ProjRed|Transmission:projectred.transmission.wire,Orange Bundled Cable,false
projredBundledCable,1xitem.projectred.transmission.wire@20,ProjRed|Transmission:projectred.transmission.wire,Magenta Bundled Cable,false
projredBundledCable,1xitem.projectred.transmission.wire@21,ProjRed|Transmission:projectred.transmission.wire,Light Blue Bundled Cable,false
projredBundledCable,1xitem.projectred.transmission.wire@22,ProjRed|Transmission:projectred.transmission.wire,Yellow Bundled Cable,false
projredBundledCable,1xitem.projectred.transmission.wire@23,ProjRed|Transmission:projectred.transmission.wire,Lime Bundled Cable,false
projredBundledCable,1xitem.projectred.transmission.wire@24,ProjRed|Transmission:projectred.transmission.wire,Pink Bundled Cable,false
projredBundledCable,1xitem.projectred.transmission.wire@25,ProjRed|Transmission:projectred.transmission.wire,Grey Bundled Cable,false
projredBundledCable,1xitem.projectred.transmission.wire@26,ProjRed|Transmission:projectred.transmission.wire,Light Grey Bundled Cable,false
projredBundledCable,1xitem.projectred.transmission.wire@27,ProjRed|Transmission:projectred.transmission.wire,Cyan Bundled Cable,false
projredBundledCable,1xitem.projectred.transmission.wire@28,ProjRed|Transmission:projectred.transmission.wire,Purple Bundled Cable,false
projredBundledCable,1xitem.projectred.transmission.wire@29,ProjRed|Transmission:projectred.transmission.wire,Blue Bundled Cable,false
projredBundledCable,1xitem.projectred.transmission.wire@30,ProjRed|Transmission:projectred.transmission.wire,Brown Bundled Cable,false
projredBundledCable,1xitem.projectred.transmission.wire@31,ProjRed|Transmission:projectred.transmission.wire,Green Bundled Cable,false
projredBundledCable,1xitem.projectred.transmission.wire@32,ProjRed|Transmission:projectred.transmission.wire,Red Bundled Cable,false
projredBundledCable,1xitem.projectred.transmission.wire@33,ProjRed|Transmission:projectred.transmission.wire,Black Bundled Cable,false
projredIllumar,1xitem.projectred.core.part@19,ProjRed|Core:projectred.core.part,White Illumar,false
projredIllumar,1xitem.projectred.core.part@20,ProjRed|Core:projectred.core.part,Orange Illumar,false
projredIllumar,1xitem.projectred.core.part@21,ProjRed|Core:projectred.core.part,Magenta Illumar,false
projredIllumar,1xitem.projectred.core.part@22,ProjRed|Core:projectred.core.part,Light Blue Illumar,false
projredIllumar,1xitem.projectred.core.part@23,ProjRed|Core:projectred.core.part,Yellow Illumar,false
projredIllumar,1xitem.projectred.core.part@24,ProjRed|Core:projectred.core.part,Lime Illumar,false
projredIllumar,1xitem.projectred.core.part@25,ProjRed|Core:projectred.core.part,Pink Illumar,false
projredIllumar,1xitem.projectred.core.part@26,ProjRed|Core:projectred.core.part,Grey Illumar,false
projredIllumar,1xitem.projectred.core.part@27,ProjRed|Core:projectred.core.part,Light Grey Illumar,false
projredIllumar,1xitem.projectred.core.part@28,ProjRed|Core:projectred.core.part,Cyan Illumar,false
projredIllumar,1xitem.projectred.core.part@29,ProjRed|Core:projectred.core.part,Purple Illumar,false
projredIllumar,1xitem.projectred.core.part@30,ProjRed|Core:projectred.core.part,Blue Illumar,false
projredIllumar,1xitem.projectred.core.part@31,ProjRed|Core:projectred.core.part,Brown Illumar,false
projredIllumar,1xitem.projectred.core.part@32,ProjRed|Core:projectred.core.part,Green Illumar,false
projredIllumar,1xitem.projectred.core.part@33,ProjRed|Core:projectred.core.part,Red Illumar,false
projredIllumar,1xitem.projectred.core.part@34,ProjRed|Core:projectred.core.part,Black Illumar,false
projredInsFramedWire,1xitem.projectred.transmission.framewire@1,ProjRed|Transmission:projectred.transmission.framewire,Framed White Insulated Wire,false
projredInsFramedWire,1xitem.projectred.transmission.framewire@2,ProjRed|Transmission:projectred.transmission.framewire,Framed Orange Insulated Wire,false
projredInsFramedWire,1xitem.projectred.transmission.framewire@3,ProjRed|Transmission:projectred.transmission.framewire,Framed Magenta Insulated Wire,false
projredInsFramedWire,1xitem.projectred.transmission.framewire@4,ProjRed|Transmission:projectred.transmission.framewire,Framed Light Blue Insulated Wire,false
projredInsFramedWire,1xitem.projectred.transmission.framewire@5,ProjRed|Transmission:projectred.transmission.framewire,Framed Yellow Insulated Wire,false
projredInsFramedWire,1xitem.projectred.transmission.framewire@6,ProjRed|Transmission:projectred.transmission.framewire,Framed Lime Insulated Wire,false
projredInsFramedWire,1xitem.projectred.transmission.framewire@7,ProjRed|Transmission:projectred.transmission.framewire,Framed Pink Insulated Wire,false
projredInsFramedWire,1xitem.projectred.transmission.framewire@8,ProjRed|Transmission:projectred.transmission.framewire,Framed Grey Insulated Wire,false
projredInsFramedWire,1xitem.projectred.transmission.framewire@9,ProjRed|Transmission:projectred.transmission.framewire,Framed Light Grey Insulated Wire,false
projredInsFramedWire,1xitem.projectred.transmission.framewire@10,ProjRed|Transmission:projectred.transmission.framewire,Framed Cyan Insulated Wire,false
projredInsFramedWire,1xitem.projectred.transmission.framewire@11,ProjRed|Transmission:projectred.transmission.framewire,Framed Purple Insulated Wire,false
projredInsFramedWire,1xitem.projectred.transmission.framewire@12,ProjRed|Transmission:projectred.transmission.framewire,Framed Blue Insulated Wire,false
projredInsFramedWire,1xitem.projectred.transmission.framewire@13,ProjRed|Transmission:projectred.transmission.framewire,Framed Brown Insulated Wire,false
projredInsFramedWire,1xitem.projectred.transmission.framewire@14,ProjRed|Transmission:projectred.transmission.framewire,Framed Green Insulated Wire,false
projredInsFramedWire,1xitem.projectred.transmission.framewire@15,ProjRed|Transmission:projectred.transmission.framewire,Framed Red Insulated Wire,false
projredInsFramedWire,1xitem.projectred.transmission.framewire@16,ProjRed|Transmission:projectred.transmission.framewire,Framed Black Insulated Wire,false
projredInsulatedWire,1xitem.projectred.transmission.wire@1,ProjRed|Transmission:projectred.transmission.wire,White Insulated Wire,false
projredInsulatedWire,1xitem.projectred.transmission.wire@2,ProjRed|Transmission:projectred.transmission.wire,Orange Insulated Wire,false
projredInsulatedWire,1xitem.projectred.transmission.wire@3,ProjRed|Transmission:projectred.transmission.wire,Magenta Insulated Wire,false
projredInsulatedWire,1xitem.projectred.transmission.wire@4,ProjRed|Transmission:projectred.transmission.wire,Light Blue Insulated Wire,false
projredInsulatedWire,1xitem.projectred.transmission.wire@5,ProjRed|Transmission:projectred.transmission.wire,Yellow Insulated Wire,false
projredInsulatedWire,1xitem.projectred.transmission.wire@6,ProjRed|Transmission:projectred.transmission.wire,Lime Insulated Wire,false
projredInsulatedWire,1xitem.projectred.transmission.wire@7,ProjRed|Transmission:projectred.transmission.wire,Pink Insulated Wire,false
projredInsulatedWire,1xitem.projectred.transmission.wire@8,ProjRed|Transmission:projectred.transmission.wire,Grey Insulated Wire,false
projredInsulatedWire,1xitem.projectred.transmission.wire@9,ProjRed|Transmission:projectred.transmission.wire,Light Grey Insulated Wire,false
projredInsulatedWire,1xitem.projectred.transmission.wire@10,ProjRed|Transmission:projectred.transmission.wire,Cyan Insulated Wire,false
projredInsulatedWire,1xitem.projectred.transmission.wire@11,ProjRed|Transmission:projectred.transmission.wire,Purple Insulated Wire,false
projredInsulatedWire,1xitem.projectred.transmission.wire@12,ProjRed|Transmission:projectred.transmission.wire,Blue Insulated Wire,false
projredInsulatedWire,1xitem.projectred.transmission.wire@13,ProjRed|Transmission:projectred.transmission.wire,Brown Insulated Wire,false
projredInsulatedWire,1xitem.projectred.transmission.wire@14,ProjRed|Transmission:projectred.transmission.wire,Green Insulated Wire,false
projredInsulatedWire,1xitem.projectred.transmission.wire@15,ProjRed|Transmission:projectred.transmission.wire,Red Insulated Wire,false
projredInsulatedWire,1xitem.projectred.transmission.wire@16,ProjRed|Transmission:projectred.transmission.wire,Black Insulated Wire,false
pulpWood,1xitem.for.woodPulp@0,Forestry:woodPulp,Wood Pulp,false
pulpWood,1xitem.misc@1,ExtraTrees:misc,Sawdust,false
quicksilver,1xitem.ItemResource@3,Thaumcraft:ItemResource,Quicksilver,false
reactorCasing,1xtile.blockReactorPart.0@0,BigReactors:BRReactorPart,Reactor Casing,false
reactorComputerPort,1xtile.blockReactorPart.0@7,BigReactors:BRReactorPart,Reactor Computer Port,false
reactorControlRod,1xtile.blockReactorPart.0@2,BigReactors:BRReactorPart,Reactor Control Rod,false
reactorController,1xtile.blockReactorPart.0@1,BigReactors:BRReactorPart,Reactor Controller,false
reactorCoolantPort,1xtile.blockReactorPart.0@5,BigReactors:BRReactorPart,Reactor Coolant Port,false
reactorPowerTap,1xtile.blockReactorPart.0@3,BigReactors:BRReactorPart,Reactor Power Tap,false
reactorRedNetPort,1xtile.blockReactorPart.0@6,BigReactors:BRReactorPart,Reactor RedNet Port,false
reactorRedstonePort,1xtile.blockReactorRedstonePort@0,BigReactors:BRReactorRedstonePort,Reactor Redstone Port,false
record,1xitem.record@0,minecraft:record_13,Music Disc,false
record,1xitem.record@0,minecraft:record_cat,Music Disc,false
record,1xitem.record@0,minecraft:record_blocks,Music Disc,false
record,1xitem.record@0,minecraft:record_chirp,Music Disc,false
record,1xitem.record@0,minecraft:record_far,Music Disc,false
record,1xitem.record@0,minecraft:record_mall,Music Disc,false
record,1xitem.record@0,minecraft:record_mellohi,Music Disc,false
record,1xitem.record@0,minecraft:record_stal,Music Disc,false
record,1xitem.record@0,minecraft:record_strad,Music Disc,false
record,1xitem.record@0,minecraft:record_ward,Music Disc,false
record,1xitem.record@0,minecraft:record_11,Music Disc,false
record,1xitem.record@0,minecraft:record_wait,Music Disc,false
redstoneCrystal,1xitem.redstoneCrystal@0,BuildCraft|Silicon:redstoneCrystal,Redstone Crystal,false
redstoneRoot,1xitem.manaResource@6,Botania:manaResource,Redstone Root,false
reducedAluminium,1xitem.aobd.reducedAluminium@0,aobd:reducedAluminium,Reduced Aluminum Chunks,false
reducedArdite,1xitem.factorization:ore/reduced@9,factorization:ore/reduced,Reduced Ardite Chunks,false
reducedCobalt,1xitem.factorization:ore/reduced@8,factorization:ore/reduced,Reduced Cobalt Chunks,false
reducedCopper,1xitem.factorization:ore/reduced@4,factorization:ore/reduced,Reduced Copper Chunks,false
reducedDark Iron,1xitem.factorization:ore/reduced@10,factorization:ore/reduced,Reduced Dark Iron Chunks,false
reducedGalena,1xitem.factorization:ore/reduced@6,factorization:ore/reduced,item.factorization:ore/reduced/GALENA.name,false
reducedGold,1xitem.factorization:ore/reduced@1,factorization:ore/reduced,Reduced Gold Chunks,false
reducedIron,1xitem.factorization:ore/reduced@0,factorization:ore/reduced,Reduced Iron Chunks,false
reducedLead,1xitem.factorization:ore/reduced@2,factorization:ore/reduced,Reduced Lead Chunks,false
reducedMithril,1xitem.aobd.reducedMithril@0,aobd:reducedMithril,Reduced Mithril Chunks,false
reducedNickel,1xitem.aobd.reducedNickel@0,aobd:reducedNickel,Reduced Nickel Chunks,false
reducedPlatinum,1xitem.aobd.reducedPlatinum@0,aobd:reducedPlatinum,Reduced Platinum Chunks,false
reducedSilver,1xitem.factorization:ore/reduced@5,factorization:ore/reduced,Reduced Silver Chunks,false
reducedTin,1xitem.factorization:ore/reduced@3,factorization:ore/reduced,Reduced Tin Chunks,false
reducedUranium,1xitem.aobd.reducedUranium@0,aobd:reducedUranium,Reduced Uranium Chunks,false
reducedYellorium,1xitem.aobd.reducedYellorium@0,aobd:reducedYellorium,Reduced Yellorium Chunks,false
rodAlumite,1xitem.tconstruct.ToolRod@15,TConstruct:toolRod,Alumite Tool Rod,false
rodArdite,1xitem.tconstruct.ToolRod@11,TConstruct:toolRod,Ardite Tool Rod,false
rodBlizz,1xitem.thermalfoundation.material@1024,ThermalFoundation:material,Blizz Rod,false
rodBlueslime,1xitem.tconstruct.ToolRod@17,TConstruct:toolRod,Slime Tool Rod,false
rodBone,1xitem.tconstruct.ToolRod@5,TConstruct:toolRod,Bone Tool Rod,false
rodBronze,1xitem.tconstruct.ToolRod@14,TConstruct:toolRod,Bronze Tool Rod,false
rodCactus,1xitem.tconstruct.ToolRod@4,TConstruct:toolRod,Cactus Tool Rod,false
rodCobalt,1xitem.tconstruct.ToolRod@10,TConstruct:toolRod,Cobalt Tool Rod,false
rodCopper,1xitem.tconstruct.ToolRod@13,TConstruct:toolRod,Copper Tool Rod,false
rodFlint,1xitem.tconstruct.ToolRod@3,TConstruct:toolRod,Flint Tool Rod,false
rodIron,1xitem.tconstruct.ToolRod@2,TConstruct:toolRod,Iron Tool Rod,false
rodManyullyn,1xitem.tconstruct.ToolRod@12,TConstruct:toolRod,Manyullyn Tool Rod,false
rodNetherrack,1xitem.tconstruct.ToolRod@7,TConstruct:toolRod,Netherrack Tool Rod,false
rodObsidian,1xitem.tconstruct.ToolRod@6,TConstruct:toolRod,Obsidian Tool Rod,false
rodPaper,1xitem.tconstruct.ToolRod@9,TConstruct:toolRod,Paper Tool Rod,false
rodSlime,1xitem.tconstruct.ToolRod@8,TConstruct:toolRod,Slime Tool Rod,false
rodSteel,1xitem.tconstruct.ToolRod@16,TConstruct:toolRod,Steel Tool Rod,false
rodStone,1xitem.microblock:stoneRod@0,ForgeMicroblock:stoneRod,Stone Rod,false
rodStone,1xitem.tconstruct.ToolRod@1,TConstruct:toolRod,Stone Tool Rod,false
rodWood,1xitem.tconstruct.ToolRod@0,TConstruct:toolRod,Wooden Tool Rod,false
runeAirB,1xitem.rune@3,Botania:rune,Rune of Air,false
runeAutumnB,1xitem.rune@6,Botania:rune,Rune of Autumn,false
runeEarthB,1xitem.rune@2,Botania:rune,Rune of Earth,false
runeEnvyB,1xitem.rune@14,Botania:rune,Rune of Envy,false
runeFireB,1xitem.rune@1,Botania:rune,Rune of Fire,false
runeGluttonyB,1xitem.rune@10,Botania:rune,Rune of Gluttony,false
